cod_mun,suicidio_esperado_sexo_idade,TIPO
150730,8.393923365365731,Urbano
150740,1.0244707118907956,RuralAdjacente
150745,1.54409459183899,IntermediarioAdjacente
150746,0.3751133521694493,RuralAdjacente
150747,1.448284637893957,IntermediarioAdjacente
150750,0.9026345750619731,RuralAdjacente
150760,3.532756866500846,Urbano
150770,1.5395046893655573,RuralRemoto
150775,0.404540340208529,RuralRemoto
150780,0.7296304740513956,RuralRemoto
150790,1.550380161079115,Urbano
150795,6.284222060792412,Urbano
150796,0.7303625065564874,RuralAdjacente
150797,1.1727468904663985,Urbano
150800,3.7539649666715373,Urbano
150803,1.8709433551422476,RuralAdjacente
150805,1.2311862950873784,RuralRemoto
150808,2.487049994420906,Urbano
150810,6.674509333907026,Urbano
150812,3.501203272626044,Urbano
150815,2.8050655423651265,IntermediarioRemoto
150820,3.390558124339056,Urbano
150830,3.5278461133481,RuralAdjacente
150835,0.9865844913772808,RuralAdjacente
150840,2.7888486507989847,Urbano
160005,0.32788286171457265,RuralRemoto
160010,0.5489798659430977,IntermediarioRemoto
160015,0.9819470668700552,RuralRemoto
160020,0.6684492791646364,RuralRemoto
160021,0.3369348396973065,RuralAdjacente
160023,0.4519674671182573,IntermediarioAdjacente
160025,0.3289199401390826,RuralAdjacente
160027,2.9399339488579184,Urbano
160030,29.916421802750722,Urbano
160040,1.2150814211443568,RuralAdjacente
160050,1.5459373973777142,IntermediarioRemoto
160053,1.2810708416945522,IntermediarioAdjacente
160055,0.2699799768319616,RuralRemoto
160060,7.1717720063672665,Urbano
160070,1.0032613957803036,RuralRemoto
160080,0.9234303137314565,RuralRemoto
170025,0.16482344545938546,RuralAdjacente
170030,0.3874908569751788,Urbano
170035,0.3626917418227937,IntermediarioAdjacente
170040,0.4357513141020895,IntermediarioRemoto
170070,0.5584714438037409,IntermediarioAdjacente
170100,0.5839217753636705,IntermediarioAdjacente
170105,0.22267443399355094,RuralAdjacente
170110,0.3019086953986914,IntermediarioAdjacente
170130,0.3867794748262595,RuralAdjacente
170190,0.4730655291604404,RuralRemoto
170200,0.5902149686395866,RuralRemoto
170210,11.16415933540635,Urbano
170215,0.3460803633950216,RuralAdjacente
170220,2.1692253606860112,IntermediarioAdjacente
170230,0.4235102518267845,IntermediarioAdjacente
170240,0.6785881386327374,RuralAdjacente
170255,1.0984462191247744,Urbano
170270,0.25125990227046274,RuralRemoto
170290,0.5907251230307997,IntermediarioAdjacente
170300,0.7513883584901038,RuralAdjacente
170305,0.23556442589681226,RuralAdjacente
170307,0.2847274865132902,RuralAdjacente
170310,0.3781936816448071,IntermediarioAdjacente
170320,0.29012611024917,RuralAdjacente
170330,0.30105600154249434,IntermediarioRemoto
170360,0.14172831134630887,RuralAdjacente
170370,0.3491242201285606,RuralAdjacente
170380,0.7115090832776679,IntermediarioAdjacente
170382,0.14147070190071848,RuralAdjacente
170384,0.5882173190850544,RuralRemoto
170386,0.3151243664307291,RuralAdjacente
170388,0.16019764286203675,RuralAdjacente
170389,0.240617148425826,RuralRemoto
170390,0.3499396036141998,RuralRemoto
170410,0.19302565979434755,RuralRemoto
170460,0.0980582377799987,RuralAdjacente
170510,0.22325877018373808,RuralRemoto
170550,2.225619949928378,Urbano
170555,0.3183495983755236,IntermediarioRemoto
170560,0.2520722271616748,RuralRemoto
170600,0.3537142359381367,RuralRemoto
170610,0.4986223984633246,RuralAdjacente
170625,0.11762093285356445,RuralAdjacente
170650,0.3845657088864223,RuralAdjacente
170700,1.3703732507429236,Urbano
170710,0.4577031712891518,RuralRemoto
170720,0.5227913097560016,RuralRemoto
170730,0.3204370995944401,RuralAdjacente
170740,0.6561097277073165,RuralAdjacente
170755,0.2523783327031999,RuralAdjacente
170765,0.3615535112867541,RuralAdjacente
170770,0.5743176087149371,IntermediarioAdjacente
170820,1.236906423641027,IntermediarioAdjacente
170825,0.16090306203086782,RuralAdjacente
170830,0.3465368853683647,RuralRemoto
170900,0.7870851976529695,RuralAdjacente
170930,1.689217209721039,Urbano
170950,5.649687616078408,Urbano
170980,0.13149033853769745,RuralAdjacente
171050,0.4612864839062794,RuralRemoto
171070,0.36259549184918777,RuralAdjacente
171090,0.2587360178264516,RuralAdjacente
171110,0.15957711940214028,RuralAdjacente
171150,0.2572350981482222,RuralRemoto
171180,0.14546763037615734,RuralRemoto
171190,0.8460806740944834,RuralRemoto
171195,0.24861058629503965,RuralAdjacente
171200,0.1935061319566967,RuralAdjacente
171215,0.12282211000030105,RuralRemoto
171240,0.24196149574401596,RuralRemoto
171245,0.19268306447362146,RuralAdjacente
171250,0.3394112499846894,RuralAdjacente
171270,0.16131310934651952,RuralRemoto
171280,0.21510101972964546,RuralAdjacente
171320,1.1094287698265488,IntermediarioAdjacente
171330,0.8858408479238192,Urbano
171360,0.5216148735376462,RuralAdjacente
171370,0.1557097614562746,RuralAdjacente
171380,0.4188461206825124,RuralAdjacente
171395,0.2232911478029728,RuralAdjacente
171420,0.5959544454936869,RuralRemoto
171430,0.25071326219625506,RuralAdjacente
171488,0.7487094299140492,RuralAdjacente
171500,0.2929266612674729,RuralAdjacente
171510,0.2796897847050909,RuralAdjacente
171515,0.15724648578520742,RuralRemoto
171525,0.1693766025464797,RuralRemoto
171550,0.07260142898968219,RuralAdjacente
171570,0.3887113375791322,RuralAdjacente
171575,0.5085489749346886,RuralRemoto
171610,3.2917203755028983,Urbano
171620,0.6646366852202245,RuralRemoto
171630,0.3267353595573878,RuralAdjacente
171650,0.8918856275740111,IntermediarioRemoto
171660,0.7809088414555869,RuralAdjacente
171665,0.3616465207762344,RuralRemoto
171670,0.550507321501975,RuralRemoto
171700,0.28302596409129405,RuralRemoto
171720,0.2219003462901228,RuralAdjacente
171750,0.5090523149931868,RuralAdjacente
171780,0.3047341769873109,RuralRemoto
171790,0.5239990129550549,RuralAdjacente
171800,0.19996168701977568,RuralRemoto
171820,3.338478669233433,Urbano
171830,0.49659333128415994,RuralAdjacente
171840,0.2422685699526557,RuralAdjacente
171845,0.1694183311263831,RuralAdjacente
171850,0.2660782858408252,RuralRemoto
171855,0.29321783701919324,RuralAdjacente
171865,0.1282703867313672,RuralRemoto
171870,0.1911367172835828,RuralAdjacente
171875,0.440780753399496,RuralAdjacente
171880,0.27615698525265264,IntermediarioAdjacente
171884,0.21971716226077345,RuralRemoto
171886,0.46474721528619,RuralAdjacente
171888,0.21776963289256895,RuralRemoto
171889,0.1501639345352128,RuralAdjacente
171890,0.3067107817679651,RuralAdjacente
171900,0.1791942059073059,RuralAdjacente
172000,0.1599166877125321,RuralAdjacente
172010,0.3152967906318926,RuralAdjacente
172015,0.0987403096681095,RuralRemoto
172020,0.7285772641199317,RuralAdjacente
172025,0.19399789579632185,RuralRemoto
172030,0.2953356121719421,RuralAdjacente
172049,0.2564675488456373,RuralAdjacente
172065,0.3538176243865787,RuralAdjacente
172080,0.5714961743250588,RuralAdjacente
172085,0.12384844948660745,RuralAdjacente
172090,1.1022083014147326,RuralRemoto
172093,0.13269400081012084,RuralRemoto
172097,0.1882569766092004,RuralAdjacente
172100,18.234652187108477,Urbano
172110,0.4233064416443885,IntermediarioAdjacente
172120,1.4027798441803907,Urbano
172125,0.11921161350277446,IntermediarioRemoto
172130,0.17934410318241625,RuralAdjacente
172208,0.7580113066865372,RuralAdjacente
172210,0.7515432180290735,IntermediarioAdjacente
210005,6.829284038590586,Urbano
210010,0.35929414764302897,RuralAdjacente
210015,0.7756428561444272,RuralAdjacente
210020,1.3699615876813824,RuralAdjacente
210030,1.5002737770564658,IntermediarioAdjacente
210040,0.5017969743344114,RuralAdjacente
210043,1.5891589897352616,Urbano
210047,1.8743901668506355,RuralAdjacente
210050,0.6878930778772302,RuralRemoto
210055,0.39549852051520784,RuralAdjacente
210060,2.3576653459095427,RuralAdjacente
210070,1.697334766913903,RuralAdjacente
210080,0.9260246485887966,RuralAdjacente
210083,1.0801308675349321,RuralRemoto
210087,0.8932822515119098,RuralAdjacente
210090,2.8394462664235083,RuralAdjacente
210095,1.900330472308169,RuralRemoto
210100,1.8404786038166592,IntermediarioAdjacente
210110,0.7410012692333598,RuralAdjacente
210120,6.239262105367887,Urbano
210125,1.0059677619651757,RuralAdjacente
210130,1.1412790209805226,RuralRemoto
210135,0.3535582060160779,RuralAdjacente
210140,5.689454728350269,Urbano
210150,1.2069106344485852,Urbano
210160,5.342016127436172,Urbano
210170,3.5235848261507603,RuralRemoto
210173,0.3983759928742809,RuralAdjacente
210177,0.6620875769470359,RuralAdjacente
210180,0.3769391633388981,IntermediarioRemoto
210190,1.3465678867078317,RuralAdjacente
210193,0.3740684663494849,RuralAdjacente
210197,0.5314547685889192,RuralAdjacente
210200,2.425516967743295,RuralAdjacente
210203,1.98346315744342,IntermediarioAdjacente
210207,0.9808764029408328,RuralAdjacente
210210,2.1064590250519317,RuralAdjacente
210215,0.5372555605297967,RuralAdjacente
210220,1.6199496972929617,RuralAdjacente
210230,1.4218781316182176,Urbano
210232,4.043628369963448,Urbano
210235,0.9294136231021964,RuralAdjacente
210237,0.5446180458508614,RuralAdjacente
210240,0.6643119198366914,RuralAdjacente
210250,1.157312235171985,RuralAdjacente
210255,0.8750895074640885,Urbano
210260,1.2203856633593928,RuralAdjacente
210270,1.3176253866594003,IntermediarioAdjacente
210275,0.6727666978534564,RuralAdjacente
210280,1.5561038030414074,IntermediarioAdjacente
210290,1.3987222319036654,Urbano
210300,9.865875663056384,Urbano
210310,0.6906650160579432,RuralAdjacente
210312,0.50499820383836,RuralAdjacente
210315,0.7877307885570602,RuralAdjacente
210317,1.2495957053853162,RuralAdjacente
210320,4.568583155432251,Urbano
210325,0.8833502757934143,RuralAdjacente
210330,7.157055659880885,Urbano
210340,2.840024694225018,Urbano
210350,2.4653120973763736,IntermediarioAdjacente
210355,0.9016448669890968,RuralAdjacente
210360,3.857033298401317,Urbano
210370,2.083055835287979,IntermediarioAdjacente
210375,0.7782007014381088,Urbano
210380,1.4093025802159094,IntermediarioAdjacente
210390,0.6572734041424285,RuralAdjacente
210400,1.03828576896013,RuralAdjacente
210405,2.7700663150807467,Urbano
210407,0.5321425828469483,RuralRemoto
210408,0.589958856864076,RuralRemoto
210409,1.1963457103462063,RuralRemoto
210410,0.7963222511946095,RuralAdjacente
210420,0.9358562580643274,RuralAdjacente
210430,0.7432485993229929,RuralAdjacente
210440,1.0920265733352421,RuralAdjacente
210450,0.6595396760307848,RuralAdjacente
210455,1.1243592022955768,IntermediarioAdjacente
210460,1.011135176937416,RuralAdjacente
210462,0.4830185682188858,RuralAdjacente
210465,0.5869710715473428,RuralAdjacente
210467,1.4396079105337674,IntermediarioAdjacente
210470,0.3930534081141247,RuralAdjacente
210480,4.075955047962869,Urbano
210490,0.7657678006948431,RuralAdjacente
210500,1.630619750636461,RuralRemoto
210510,1.599979188438062,RuralAdjacente
210515,0.7979822721939359,RuralAdjacente
210520,0.7051675873679804,RuralAdjacente
210530,16.018419367486384,Urbano
210535,0.9136156179791836,RuralRemoto
210540,4.0333652450732185,Urbano
210542,1.5859148108291463,IntermediarioAdjacente
210545,0.5961338826502146,RuralAdjacente
210547,0.926213642648591,RuralRemoto
210550,1.4298186947042817,IntermediarioAdjacente
210560,0.9833495713644279,RuralAdjacente
210565,0.20094251658952267,RuralAdjacente
210570,3.039285648334624,Urbano
210580,0.6557514454620893,RuralAdjacente
210590,0.9434203113426022,RuralAdjacente
210592,0.7061416541430782,RuralAdjacente
210594,0.5557154592844503,RuralAdjacente
210596,0.6626421527925668,RuralRemoto
210598,0.4829252759006616,RuralAdjacente
210600,0.7396388615326913,RuralAdjacente
210610,0.7713320273849427,RuralRemoto
210620,0.42541627986007197,IntermediarioAdjacente
210630,1.2201437845146943,RuralAdjacente
210632,1.1967395156890668,Urbano
210635,0.4597224356069461,RuralAdjacente
210637,1.0072027516426791,RuralAdjacente
210640,0.9690167888505781,RuralAdjacente
210650,1.4161768140250055,RuralAdjacente
210660,1.9498569862789692,RuralAdjacente
210663,1.0574339468427374,RuralAdjacente
210667,0.4830626731216878,RuralAdjacente
210670,1.28666260383864,RuralRemoto
210675,1.7366559240706996,Urbano
210680,0.931613699375673,RuralAdjacente
210690,1.9286324725230912,RuralAdjacente
210700,0.5700325727830778,RuralAdjacente
210710,1.1228376911534994,RuralAdjacente
210720,0.7943073725890856,RuralAdjacente
210725,0.3326431640427659,RuralAdjacente
210730,0.2926511058782539,RuralRemoto
210735,1.2550239003655836,IntermediarioAdjacente
210740,1.2157987831408117,RuralAdjacente
210745,0.8884790356959942,RuralAdjacente
210750,7.63570949045804,Urbano
210760,1.1801342694418921,RuralAdjacente
210770,1.3339918073614805,Urbano
210780,2.0965210935298857,RuralAdjacente
210790,1.132757010290511,RuralAdjacente
210800,1.1814449450167066,IntermediarioRemoto
210805,0.9006878289749881,RuralRemoto
210810,1.253494199712678,RuralAdjacente
210820,2.3576138884753584,Urbano
210825,1.4211793377607935,RuralAdjacente
210830,2.2368466288919584,IntermediarioRemoto
210840,0.8930103382851529,RuralAdjacente
210845,1.3411381246017453,RuralAdjacente
210850,1.9151681996249763,IntermediarioAdjacente
210860,5.050811927921663,Urbano
210870,1.2632060105853915,IntermediarioAdjacente
210880,1.06906545011069,IntermediarioAdjacente
210890,1.1375739697412264,RuralAdjacente
210900,1.4891945105199982,Urbano
210905,0.39732613809627737,RuralAdjacente
210910,2.9405618713447894,Urbano
210920,0.7249299599104491,RuralAdjacente
210923,0.4349876124716081,RuralAdjacente
210927,1.1024948750428765,RuralAdjacente
210930,0.632134592354209,RuralAdjacente
210940,0.905690028665474,RuralRemoto
210945,1.8409608912462423,Urbano
210950,1.2678465556143406,RuralAdjacente
210955,0.4826730556031635,RuralAdjacente
210960,2.5966370355011343,Urbano
210970,0.3659715625907872,RuralRemoto
210975,0.4617320587748914,RuralAdjacente
210980,2.4556229229464086,Urbano
210990,5.293489271314699,Urbano
211000,4.227677047721088,IntermediarioAdjacente
211003,1.5263722767998906,IntermediarioAdjacente
211010,1.5006933911460396,RuralAdjacente
211020,2.317853485033252,RuralAdjacente
211023,0.8172251146010553,RuralAdjacente
211027,0.915721870420688,RuralRemoto
211030,0.9074069576241476,RuralAdjacente
211040,1.0364781191668877,RuralAdjacente
211050,2.8092061587899906,IntermediarioAdjacente
211060,1.6628956677917923,RuralAdjacente
211065,0.43703151763329706,RuralRemoto
211070,2.115530077989288,IntermediarioAdjacente
211080,0.29658465564833425,RuralRemoto
211085,0.7125830147200071,RuralAdjacente
211090,0.7665086770086281,RuralAdjacente
211100,1.2775723224145432,RuralAdjacente
211102,0.8984545183152043,RuralRemoto
211105,0.7296662632854859,RuralAdjacente
211107,1.0750149923009078,RuralAdjacente
211110,1.6211624730373702,Urbano
211120,10.799541750307306,Urbano
211125,0.4599074385531173,RuralAdjacente
211130,68.61792751210372,Urbano
211140,1.1278543301282222,RuralAdjacente
211150,2.460771285877615,Urbano
211153,0.7433095356520961,IntermediarioAdjacente
211157,0.2963323857126127,RuralRemoto
211160,1.1763536401638928,IntermediarioAdjacente
211163,0.318025150615918,RuralAdjacente
211167,0.3988595289708864,RuralAdjacente
211170,1.3676429267941197,RuralAdjacente
211172,0.8058481544474488,RuralAdjacente
211174,0.6443158346540532,RuralAdjacente
211176,0.8520400910946158,RuralAdjacente
211178,0.6106123869446203,RuralRemoto
211180,1.1365743862764484,RuralAdjacente
211190,0.6607698364078106,RuralRemoto
211195,0.3540706267304653,RuralAdjacente
211200,0.4976927048474834,RuralRemoto
211210,1.7345617018383992,IntermediarioAdjacente
211220,10.310314974389062,Urbano
211223,1.3369916130977724,Urbano
211227,0.3283393496063238,RuralAdjacente
211230,2.575055477013335,RuralAdjacente
211240,2.0578825215854923,RuralAdjacente
211245,1.3864493859099338,Urbano
211250,3.421669976242404,RuralAdjacente
211260,1.842420919389911,IntermediarioAdjacente
211270,3.2514376847884376,IntermediarioAdjacente
211280,3.1274959654398864,IntermediarioAdjacente
211285,0.8094708726109432,RuralAdjacente
211290,1.9441259579732928,IntermediarioAdjacente
211300,1.9337249333135555,RuralAdjacente
211400,3.0765012133249336,Urbano
220005,0.4639682655680196,RuralAdjacente
220010,0.3249915226776602,RuralAdjacente
220020,1.0541553480703576,Urbano
220025,0.5165185528862845,RuralAdjacente
220027,0.3110501921619964,RuralAdjacente
220030,0.9373089762774618,RuralAdjacente
220040,2.535312237306849,Urbano
220045,0.3278371590248971,RuralRemoto
220050,1.0701097454690636,RuralAdjacente
220060,0.4368155423574551,RuralAdjacente
220070,0.6238153918399684,RuralAdjacente
220080,0.2109913208900728,RuralRemoto
220090,0.3781812226190571,RuralAdjacente
220100,0.295973061943355,RuralAdjacente
220105,0.4593321428311677,RuralAdjacente
220110,0.7078457333596262,RuralRemoto
220115,0.6925613171726599,RuralRemoto
220117,0.2496955482952521,RuralRemoto
220120,2.90550292313264,RuralAdjacente
220130,0.21870562161004609,RuralRemoto
220140,0.43223008292101694,RuralAdjacente
